comment_id,text,timestamp,user_info,location_free_text,lat,lon,policy_section,source,stance,type_label,priority,district,text_clean,district_filled,clean_text
7c61be6c-e510-409d-ad4e-aa4e2485de9d,"Suggestion: include subsidies for low-income households in Alwar. Thank you for considering. Location: Alwar district, near main market.",2024-12-30T01:35:48,user3601@example.com,Alwar,22.88935,70.050924,Urban Planning,pdf,neutral,suggestion,medium,Alwar,"suggestion: include subsidies for low-income households in alwar. thank you for considering. location: alwar district, near main market.",Alwar,suggestion include subsidies for low income households in alwar for considering location alwar district near main market
9c433adc-0971-4ec0-9dff-e1874882e282,Consider adding a grievance redressal hotline at district level.,2025-09-02T15:27:37,user2761@example.com,,,,Environment,portal,oppose,suggestion,medium,Kolkata,consider adding a grievance redressal hotline at district level.,Kolkata,consider adding a grievance redressal hotline at district level
624ab8c0-ab76-4aa2-8b9e-a476d872740f,मैं इस नीति का समर्थन करता/करती हूँ — यह स्थानीय लोगों के लिए अच्छा होगा।,2025-10-27T03:19:23,user1494@example.com,Udaipur,22.263859,83.862031,Transportation,pdf,support,other,medium,Udaipur,मैं इस नीति का समर्थन करता/करती हूँ — यह स्थानीय लोगों के लिए अच्छा होगा।,Udaipur,
f0798eac-d1cb-4277-9932-8e897cb2986a,This will increase costs and negatively affect the Energy sector. Oppose.,2024-05-30T08:16:48,user899@example.com,Bhopal,,,Energy,social_media,oppose,suggestion,high,Bhopal,this will increase costs and negatively affect the energy sector. oppose.,Bhopal,this will increase costs and negatively affect the energy sector oppose
51079c77-3376-45dc-a921-9849261c524c,Suggestion: include subsidies for low-income households in Lucknow.,2024-10-08T17:24:41,user3879@example.com,Lucknow,23.68425,68.469848,Environment,pdf,oppose,suggestion,low,Lucknow,suggestion: include subsidies for low-income households in lucknow.,Lucknow,suggestion include subsidies for low income households in lucknow
f5a54259-c468-4927-ac17-583d6edb29fc,मैं इस नीति का समर्थन करता/करती हूँ — यह स्थानीय लोगों के लिए अच्छा होगा।,2024-06-01T13:33:59,user4569@example.com,"Guwahati, near river",18.30564,85.777031,Urban Planning,email,support,question,high,Guwahati,मैं इस नीति का समर्थन करता/करती हूँ — यह स्थानीय लोगों के लिए अच्छा होगा।,Guwahati,
f18b8de1-beaa-4694-8b1c-9552b58b0609,"इस नीति से नाराज़गी होगी, यह सही तरीके से लागू नहीं होगी। Location: Lucknow district, near main market.",2025-06-18T23:05:17,user3107@example.com,Lucknow,23.39055,74.808832,Housing,pdf,oppose,other,high,Lucknow,"इस नीति से नाराज़गी होगी, यह सही तरीके से लागू नहीं होगी। location: lucknow district, near main market.",Lucknow,location lucknow district near main market
3ee6c79e-80fd-46ec-97c8-c5e3d65b7c7d,Neutral: more data required on expected outcomes.,2024-03-01T23:21:39,user2781@example.com,Kanpur,17.586386,77.839167,Housing,email,neutral,other,medium,Kanpur,neutral: more data required on expected outcomes.,Kanpur,neutral more data required on expected outcomes
c643e7f1-85e6-4226-83f9-ac1d28da7a0a,I fully support this policy. It will benefit our Transportation sector and help many families.,2024-11-08T00:19:13,user3133@example.com,Kohima,22.606678,87.549411,Transportation,pdf,support,other,medium,Kohima,i fully support this policy. it will benefit our transportation sector and help many families.,Kohima,i fully support this policy it will benefit our transportation sector and help many families
9c21a9dc-40fe-4494-b81e-31dd50edfe50,I have no strong view but some clarifications are needed on implementation timelines.,2025-04-21T03:36:19,user3721@example.com,Kohima,,,Education,pdf,neutral,other,medium,Kohima,i have no strong view but some clarifications are needed on implementation timelines.,Kohima,i have no strong view but some clarifications are needed on implementation timelines
6bc68f19-88cc-444f-be57-6c01c12a3c02,Complaint: previous schemes were implemented poorly; how will this be different? धन्यवाद।,2025-05-30T01:59:19,user2748@example.com,Raipur,21.425346,86.291754,Environment,whatsapp,support,complaint,medium,Raipur,complaint: previous schemes were implemented poorly; how will this be different? धन्यवाद।,Raipur,complaint previous schemes were implemented poorly how will this be different
725b611e-6f29-4d6c-aa43-834639db2db8,This draft is a positive step for Urban Planning. Strongly in favor.,2025-05-06T16:49:32,user791@example.com,Alwar,16.742854,75.891349,Urban Planning,whatsapp,support,other,low,Alwar,this draft is a positive step for urban planning. strongly in favor.,Alwar,this draft is a positive step for urban planning strongly in favor
54d2c4a1-cbdf-49e2-b2ab-6f5f78836084,Neutral: more data required on expected outcomes.,2025-05-22T19:06:15,user2913@example.com,,,,Urban Planning,social_media,neutral,other,medium,Hyderabad,neutral: more data required on expected outcomes.,Hyderabad,neutral more data required on expected outcomes
1d37ba87-1025-4d65-86e2-696e0a833f16,"न्युट्रल, कृपया विस्तृत बजट साझा करें।",2024-05-04T01:11:06,user1846@example.com,Alwar,26.620427,79.778122,Environment,whatsapp,neutral,suggestion,low,Alwar,"न्युट्रल, कृपया विस्तृत बजट साझा करें।",Alwar,
a1cae01e-ad58-4cf6-aa41-3dfb7b240d49,"न्युट्रल, कृपया विस्तृत बजट साझा करें।",2024-04-12T11:36:44,user172@example.com,Visakhapatnam,21.205616,80.128844,Transportation,email,neutral,other,medium,Visakhapatnam,"न्युट्रल, कृपया विस्तृत बजट साझा करें।",Visakhapatnam,
c385a1d5-5472-4b7b-93d6-6bd9659854a6,Oppose. The draft ignores ground realities and lacks budget provisions.,2024-11-06T05:24:38,user3335@example.com,Lucknow,,,Education,pdf,oppose,other,low,,oppose. the draft ignores ground realities and lacks budget provisions.,Lucknow,oppose the draft ignores ground realities and lacks budget provisions
c038f60a-85f3-4cf0-87ec-83fd5d7a0893,Support — good move. Please implement it quickly. धन्यवाद।,2024-02-19T16:35:01,user249@example.com,Chennai,20.608835,79.39431,Transportation,whatsapp,support,other,medium,,support — good move. please implement it quickly. धन्यवाद।,Chennai,support good move please implement it quickly
7fd1d0b0-f711-4d03-996a-a3293e29d9d0,Off-topic comment — please remove. Thank you for considering.,2024-04-16T20:22:51,user1607@example.com,Guwahati,23.021005,76.972877,Agriculture,pdf,neutral,off-topic,medium,Guwahati,off-topic comment — please remove. thank you for considering.,Guwahati,off topic comment please remove for considering
b72e768b-a3b3-4b5f-82c6-27a65329bfed,I have no strong view but some clarifications are needed on implementation timelines.,2025-08-07T12:00:12,user4722@example.com,Thiruvananthapuram,11.82338,85.587967,Healthcare,whatsapp,neutral,other,medium,Thiruvananthapuram,i have no strong view but some clarifications are needed on implementation timelines.,Thiruvananthapuram,i have no strong view but some clarifications are needed on implementation timelines
8bbe34df-f30a-4fcc-8479-7740e668d550,I have no strong view but some clarifications are needed on implementation timelines.,2024-03-14T00:36:18,user3696@example.com,Udaipur,27.44755,68.590742,Agriculture,portal,neutral,other,medium,Udaipur,i have no strong view but some clarifications are needed on implementation timelines.,Udaipur,i have no strong view but some clarifications are needed on implementation timelines
64022c83-7cde-4e40-a282-5352f7ee7ba1,"Neutral — looks fine but requires more details on funding and accountability. Regards, citizen.",2025-09-21T01:09:47,user3224@example.com,Bengaluru,20.52555,70.478322,Transportation,email,neutral,other,low,Bengaluru,"neutral — looks fine but requires more details on funding and accountability. regards, citizen.",Bengaluru,neutral looks fine but requires more details on funding and accountability citizen
849aefb0-ce02-43a0-b174-b1d8ad613e28,"न्युट्रल, कृपया विस्तृत बजट साझा करें। Regards, citizen. Location: Bhopal district, near main market.",2024-04-03T14:00:11,user2791@example.com,Bhopal,,,Environment,portal,neutral,other,low,Bhopal,"न्युट्रल, कृपया विस्तृत बजट साझा करें। regards, citizen. location: bhopal district, near main market.",Bhopal,citizen location bhopal district near main market
3a0f8aa9-1dcb-48b8-a980-8e069b69d1c3,"Complaint — local offices were unresponsive last time. Location: Jaipur district, near main market.",2025-07-25T13:47:24,user3439@example.com,Jaipur,,,Urban Planning,pdf,neutral,complaint,high,Jaipur,"complaint — local offices were unresponsive last time. location: jaipur district, near main market.",Jaipur,complaint local offices were unresponsive last time location jaipur district near main market
8c22c77e-0941-407d-af61-8823f47487a7,शिकायत: पिछली बार पैसा गलत जगह पर खर्च हुआ।,2025-08-16T09:26:35,user3619@example.com,Bengaluru,18.148835,71.258177,Urban Planning,whatsapp,support,complaint,medium,Bengaluru,शिकायत: पिछली बार पैसा गलत जगह पर खर्च हुआ।,Bengaluru,
48c203cc-572f-4c1f-b839-0528af6ceadd,I have no strong view but some clarifications are needed on implementation timelines. Thank you for considering.,2025-05-19T23:43:35,user3919@example.com,Patna,25.435174,83.754628,Healthcare,portal,neutral,other,medium,Patna,i have no strong view but some clarifications are needed on implementation timelines. thank you for considering.,Patna,i have no strong view but some clarifications are needed on implementation timelines for considering
235b7914-8b5a-4f6a-b503-c60f8e0fdcc3,सुझाव: स्थानीय एफआरएस से मिलकर योजना बनायें।,2024-01-01T07:18:32,user88@example.com,Bhopal,18.115439,84.954145,Education,email,support,suggestion,medium,Bhopal,सुझाव: स्थानीय एफआरएस से मिलकर योजना बनायें।,Bhopal,
dd321bdf-7595-45a1-9327-0114b0b85b46,Oppose. The draft ignores ground realities and lacks budget provisions.,2024-10-17T08:59:02,user2491@example.com,Guwahati,19.936051,81.173754,Education,whatsapp,oppose,other,medium,Guwahati,oppose. the draft ignores ground realities and lacks budget provisions.,Guwahati,oppose the draft ignores ground realities and lacks budget provisions
7442eb74-52df-46d5-873d-395c498c4d46,Neutral — looks fine but requires more details on funding and accountability. Thank you for considering.,2025-11-22T19:25:08,user4024@example.com,Mumbai,21.700998,77.40875,Transportation,whatsapp,neutral,suggestion,medium,Mumbai,neutral — looks fine but requires more details on funding and accountability. thank you for considering.,Mumbai,neutral looks fine but requires more details on funding and accountability for considering
1ec7a623-a7b5-4769-9559-a6f6242cc2ba,Neutral. Could you share examples from other districts where this worked? Thank you for considering.,2024-04-15T06:42:39,user2835@example.com,Lucknow,8.361311,78.105397,Urban Planning,social_media,neutral,other,medium,Lucknow,neutral. could you share examples from other districts where this worked? thank you for considering.,Lucknow,neutral could you share examples from other districts where this worked for considering
3f3ba96b-2797-4653-a6e7-c4f30d493e0a,"What are the eligibility criteria for beneficiaries? Location: Kolkata district, near main market.",2025-06-01T10:39:39,user3634@example.com,Kolkata,,,Agriculture,email,oppose,question,high,Kolkata,"what are the eligibility criteria for beneficiaries? location: kolkata district, near main market.",Kolkata,what are the eligibility criteria for beneficiaries location kolkata district near main market
a951cf77-9d61-4123-9ec4-7ab139021a22,"सुझाव: स्थानीय एफआरएस से मिलकर योजना बनायें। Location: Kolkata district, near main market.",2024-02-19T10:04:11,user402@example.com,Kolkata,21.607167,78.046295,Energy,email,oppose,suggestion,medium,Kolkata,"सुझाव: स्थानीय एफआरएस से मिलकर योजना बनायें। location: kolkata district, near main market.",Kolkata,location kolkata district near main market
58c0890c-6e37-4a60-8f76-a821b46e8cf4,Support from this district; it addresses key issues in Energy. Thank you for considering.,2025-06-13T03:48:20,user1664@example.com,Kohima,25.467467,83.628598,Energy,email,support,other,medium,Kohima,support from this district; it addresses key issues in energy. thank you for considering.,Kohima,support from this district it addresses key issues in energy for considering
51765345-6b58-4e38-a60d-9667e193c84a,यह चर्चा मेरे मामले से संबंधित नहीं है।,2024-10-30T17:16:32,user4412@example.com,Hyderabad,27.19184,72.207872,Urban Planning,portal,neutral,off-topic,low,Hyderabad,यह चर्चा मेरे मामले से संबंधित नहीं है।,Hyderabad,
3703906e-3f91-4f0b-851f-8567311477cb,Support from this district; it addresses key issues in Agriculture.,2024-03-21T00:37:12,user4945@example.com,Bengaluru,17.809767,82.655095,Agriculture,whatsapp,support,suggestion,high,,support from this district; it addresses key issues in agriculture.,Bengaluru,support from this district it addresses key issues in agriculture
61d8e834-ece2-4aca-b528-667138f98c0c,Add a monitoring committee with district representation. Thank you for considering.,2024-10-12T23:25:16,user3555@example.com,Mumbai,15.892215,71.079341,Energy,email,support,suggestion,medium,Mumbai,add a monitoring committee with district representation. thank you for considering.,Mumbai,add a monitoring committee with district representation for considering
ea66d632-65ec-4e29-b199-70cdf8489a0d,"इस नीति से नाराज़गी होगी, यह सही तरीके से लागू नहीं होगी।",2025-01-08T01:24:47,user554@example.com,Patna,22.240082,82.024537,Energy,whatsapp,oppose,other,high,Patna,"इस नीति से नाराज़गी होगी, यह सही तरीके से लागू नहीं होगी।",Patna,
7a643064-2700-4ae4-b487-9a37d5a8041c,"न्युट्रल, कृपया विस्तृत बजट साझा करें। Regards, citizen.",2024-03-23T08:45:12,user1929@example.com,Patna,16.489324,87.491329,Environment,email,neutral,praise,high,,"न्युट्रल, कृपया विस्तृत बजट साझा करें। regards, citizen.",Patna,citizen
d2d2f503-783f-4bcf-8c13-4b8cf67943ab,Complaint: lack of transparency in beneficiary selection.,2024-02-26T23:21:17,user1157@example.com,,,,Urban Planning,whatsapp,oppose,complaint,medium,Kohima,complaint: lack of transparency in beneficiary selection.,Kohima,complaint lack of transparency in beneficiary selection
cd614520-ece7-4d0d-b5b4-58f3620470d0,Support from this district; it addresses key issues in Urban Planning.,2024-04-08T02:59:54,user2450@example.com,Varanasi,21.99259,74.456035,Urban Planning,email,support,complaint,medium,Varanasi,support from this district; it addresses key issues in urban planning.,Varanasi,support from this district it addresses key issues in urban planning
1404b382-5e7e-4cb3-a34d-286ce78a58c5,Support from this district; it addresses key issues in Education.,2025-07-02T22:39:15,user2194@example.com,Varanasi,,,Education,pdf,support,other,medium,,support from this district; it addresses key issues in education.,Varanasi,support from this district it addresses key issues in education
9e899e74-8bf0-4cc0-8d88-b2bf26b08520,This will increase costs and negatively affect the Environment sector. Oppose.,2024-09-24T08:19:22,user2406@example.com,Udaipur,13.741926,83.896998,Environment,whatsapp,oppose,question,medium,Udaipur,this will increase costs and negatively affect the environment sector. oppose.,Udaipur,this will increase costs and negatively affect the environment sector oppose
c9684dce-380a-4bde-9ceb-12961601b82d,Oppose — lacks clear implementation plan for rural areas.,2025-04-17T13:20:26,user2653@example.com,Jodhpur,16.585601,85.40508,Urban Planning,email,oppose,other,medium,Jodhpur,oppose — lacks clear implementation plan for rural areas.,Jodhpur,oppose lacks clear implementation plan for rural areas
afca69f6-822a-468c-aa4a-99594f102589,Complaint: previous schemes were implemented poorly; how will this be different?,2024-11-25T09:23:49,user3580@example.com,,,,Urban Planning,whatsapp,support,complaint,medium,Kolkata,complaint: previous schemes were implemented poorly; how will this be different?,Kolkata,complaint previous schemes were implemented poorly how will this be different
1977b2e3-ab75-47f5-9fc2-7ded482734a9,मैं इस नीति का समर्थन करता/करती हूँ — यह स्थानीय लोगों के लिए अच्छा होगा।,2025-09-12T02:03:59,user4080@example.com,Jodhpur,25.817725,69.407453,Housing,pdf,support,complaint,low,Jodhpur,मैं इस नीति का समर्थन करता/करती हूँ — यह स्थानीय लोगों के लिए अच्छा होगा।,Jodhpur,
b08935ae-3f2c-4163-a694-0371bf18d03b,Neutral. Could you share examples from other districts where this worked?,2024-09-06T07:21:12,user3573@example.com,Agra,25.299007,85.332601,Healthcare,pdf,neutral,complaint,medium,Agra,neutral. could you share examples from other districts where this worked?,Agra,neutral could you share examples from other districts where this worked
d9ffec20-ba75-4759-8b4e-59e80b558497,Appreciate the effort; this is much needed.,2025-01-29T21:57:49,user1631@example.com,Alwar,15.4724,69.707883,Environment,email,neutral,praise,low,Alwar,appreciate the effort; this is much needed.,Alwar,appreciate the effort this is much needed
8abd1e37-96bd-40a4-a729-98d5a1e4a4ca,"इस नीति से नाराज़गी होगी, यह सही तरीके से लागू नहीं होगी। Thank you for considering.",2024-05-26T06:22:26,user918@example.com,Udaipur,9.303311,84.789578,Housing,portal,oppose,question,low,Udaipur,"इस नीति से नाराज़गी होगी, यह सही तरीके से लागू नहीं होगी। thank you for considering.",Udaipur,for considering
005682a0-7e8b-46b5-a40d-cbab6dadc40b,I fully support this policy. It will benefit our Environment sector and help many families. Thank you for considering.,2024-07-11T22:59:08,user1085@example.com,Bhopal,20.022578,84.656398,Environment,whatsapp,support,other,medium,,i fully support this policy. it will benefit our environment sector and help many families. thank you for considering.,Bhopal,i fully support this policy it will benefit our environment sector and help many families for considering
9344f073-0241-4ff6-866e-84b92a4ea3ba,I fully support this policy. It will benefit our Energy sector and help many families.,2025-08-28T02:10:11,user4585@example.com,Hyderabad,9.494354,75.183475,Energy,email,support,off-topic,medium,Hyderabad,i fully support this policy. it will benefit our energy sector and help many families.,Hyderabad,i fully support this policy it will benefit our energy sector and help many families
f0b77460-1e69-4806-8f60-751f1e103ce5,Support from this district; it addresses key issues in Energy.,2024-07-09T10:58:37,user127@example.com,Kolkata,20.2652,79.032442,Energy,whatsapp,support,other,low,Kolkata,support from this district; it addresses key issues in energy.,Kolkata,support from this district it addresses key issues in energy
7f15594a-b248-4b91-a9a7-b08e5b8b8f5e,Complaint — local offices were unresponsive last time.,2024-11-26T11:30:35,user2755@example.com,Kanpur,15.45517,78.206961,Housing,social_media,neutral,complaint,medium,Kanpur,complaint — local offices were unresponsive last time.,Kanpur,complaint local offices were unresponsive last time
d87aadbd-4f8e-4fb0-ba85-4f7fb8a5ed7a,The draft ignores existing local problems; please revise.,2025-04-16T00:47:45,user1812@example.com,Raipur,9.94778,84.80107,Education,pdf,neutral,complaint,high,Raipur,the draft ignores existing local problems; please revise.,Raipur,the draft ignores existing local problems please revise
e9b458c7-3823-4e75-9682-3bda3a71e72f,"Oppose. The draft ignores ground realities and lacks budget provisions. Regards, citizen. Location: Varanasi district, near main market.",2025-01-11T14:15:36,user4707@example.com,Varanasi,15.452249,77.155357,Energy,email,oppose,suggestion,low,Varanasi,"oppose. the draft ignores ground realities and lacks budget provisions. regards, citizen. location: varanasi district, near main market.",Varanasi,oppose the draft ignores ground realities and lacks budget provisions citizen location varanasi district near main market
797844dd-7939-4223-8cec-9f994756d2c8,Oppose. The draft ignores ground realities and lacks budget provisions.,2024-04-16T21:30:33,user4641@example.com,Kohima,19.8715,82.098834,Transportation,social_media,oppose,other,low,Kohima,oppose. the draft ignores ground realities and lacks budget provisions.,Kohima,oppose the draft ignores ground realities and lacks budget provisions
78838044-189b-4db8-9ae6-24584e09189d,मैं इस नीति का समर्थन करता/करती हूँ — यह स्थानीय लोगों के लिए अच्छा होगा। Thank you for considering.,2025-03-18T17:36:55,user403@example.com,Alwar,12.557558,69.613194,Education,email,support,complaint,medium,Alwar,मैं इस नीति का समर्थन करता/करती हूँ — यह स्थानीय लोगों के लिए अच्छा होगा। thank you for considering.,Alwar,for considering
c4199738-b5f8-42c6-9085-9cd81192fc67,"Support from this district; it addresses key issues in Agriculture. Regards, citizen.",2024-09-16T03:41:30,user1332@example.com,"Imphal, near river",27.656578,72.867335,Agriculture,email,support,complaint,medium,,"support from this district; it addresses key issues in agriculture. regards, citizen.",Imphal,support from this district it addresses key issues in agriculture citizen
7e53a752-8af2-4a33-8f29-569b0c5e87ea,How will this be funded? Please clarify the financing model.,2024-10-02T00:46:08,user4354@example.com,Jaipur,14.397805,87.288188,Transportation,portal,support,question,medium,,how will this be funded? please clarify the financing model.,Jaipur,how will this be funded please clarify the financing model
27fbf6ea-1da6-4268-8a3a-fcb92a004e87,Support from this district; it addresses key issues in Education.,2024-08-17T12:09:21,user3052@example.com,Visakhapatnam,,,Education,portal,support,other,low,Visakhapatnam,support from this district; it addresses key issues in education.,Visakhapatnam,support from this district it addresses key issues in education
9b185530-6de8-40ac-8019-0ae05eb63376,"Neutral. Could you share examples from other districts where this worked? Location: Mumbai district, near main market.",2025-11-07T15:35:19,user2243@example.com,Mumbai,,,Transportation,whatsapp,neutral,other,low,,"neutral. could you share examples from other districts where this worked? location: mumbai district, near main market.",Mumbai,neutral could you share examples from other districts where this worked location mumbai district near main market
3f0189a8-14b3-4195-b627-a9ecdd0bd499,I oppose this policy because it will hurt small farmers in Pune.,2024-08-26T22:51:15,user906@example.com,,,,Healthcare,social_media,oppose,other,high,Pune,i oppose this policy because it will hurt small farmers in pune.,Pune,i oppose this policy because it will hurt small farmers in pune
8b503f8e-3b23-4c00-849d-3fa8ae198ecc,सुझाव: स्थानीय एफआरएस से मिलकर योजना बनायें।,2024-10-06T11:33:31,user4077@example.com,Kanpur,14.650617,83.545543,Housing,social_media,oppose,suggestion,medium,Kanpur,सुझाव: स्थानीय एफआरएस से मिलकर योजना बनायें।,Kanpur,
61c51d25-f534-458d-86bc-36dbada7aa57,Add a monitoring committee with district representation.,2025-08-07T08:44:40,user1483@example.com,Surat,,,Housing,email,oppose,suggestion,medium,,add a monitoring committee with district representation.,Surat,add a monitoring committee with district representation
06d59133-dc3f-4cae-961c-3eae431b3ed5,Suggestion: include subsidies for low-income households in Hyderabad.,2025-04-06T12:43:06,user1693@example.com,Hyderabad,12.358467,74.703032,Environment,email,oppose,suggestion,high,Hyderabad,suggestion: include subsidies for low-income households in hyderabad.,Hyderabad,suggestion include subsidies for low income households in hyderabad
3f9443cb-24d4-4bc5-85f0-387e804a0ecc,Support — good move. Please implement it quickly.,2024-12-20T20:27:15,user3890@example.com,Guwahati,,,Transportation,email,support,other,medium,Guwahati,support — good move. please implement it quickly.,Guwahati,support good move please implement it quickly
0bbba889-b46d-4c2e-a0b3-890162fa4aee,This will increase costs and negatively affect the Transportation sector. Oppose.,2024-10-12T06:27:49,user1315@example.com,"Ahmedabad, near river",15.605274,80.202998,Transportation,email,oppose,other,medium,Ahmedabad,this will increase costs and negatively affect the transportation sector. oppose.,Ahmedabad,this will increase costs and negatively affect the transportation sector oppose
fca17de3-41ff-4914-8fd4-f38b63796b0d,Add a monitoring committee with district representation.,2024-05-16T21:58:08,user3905@example.com,Imphal,14.148898,73.477386,Environment,email,oppose,suggestion,medium,Imphal,add a monitoring committee with district representation.,Imphal,add a monitoring committee with district representation
2a188cb0-a898-48c2-92f5-d694b8886946,"Can the public access the implementation timeline? Location: Raipur district, near main market.",2024-07-02T23:08:02,user2694@example.com,,,,Urban Planning,portal,oppose,question,high,Raipur,"can the public access the implementation timeline? location: raipur district, near main market.",Raipur,can the public access the implementation timeline location raipur district near main market
adcf49ab-8814-4f02-93bd-019f70f77655,This draft is a positive step for Environment. Strongly in favor.,2025-01-18T02:51:54,user50@example.com,Lucknow,,,Environment,portal,support,suggestion,low,Lucknow,this draft is a positive step for environment. strongly in favor.,Lucknow,this draft is a positive step for environment strongly in favor
91b39e75-fd32-4af6-a335-4125507a6cb6,मैं इस नीति का समर्थन करता/करती हूँ — यह स्थानीय लोगों के लिए अच्छा होगा।,2025-08-13T05:50:05,user165@example.com,"Udaipur, near river",27.986611,77.845085,Urban Planning,portal,support,other,low,Udaipur,मैं इस नीति का समर्थन करता/करती हूँ — यह स्थानीय लोगों के लिए अच्छा होगा।,Udaipur,
67b335dc-94ea-427c-82d5-c12afcb1f632,"इस नीति से नाराज़गी होगी, यह सही तरीके से लागू नहीं होगी। धन्यवाद।",2024-11-28T18:00:36,user4242@example.com,Alwar,,,Environment,pdf,oppose,other,high,Alwar,"इस नीति से नाराज़गी होगी, यह सही तरीके से लागू नहीं होगी। धन्यवाद।",Alwar,
9fb5c91a-dc9a-473c-9422-c814103d241e,"Complaint: lack of transparency in beneficiary selection. Regards, citizen.",2024-09-08T01:31:30,user2292@example.com,Bengaluru Urban,13.981852,74.896347,Environment,whatsapp,support,complaint,low,Bengaluru Urban,"complaint: lack of transparency in beneficiary selection. regards, citizen.",Bengaluru Urban,complaint lack of transparency in beneficiary selection citizen
0b54667c-ed29-4e58-a4e5-44acb5cddc3d,"इस नीति से नाराज़गी होगी, यह सही तरीके से लागू नहीं होगी।",2024-02-04T23:12:46,user2108@example.com,Lucknow,16.526794,69.557699,Transportation,email,oppose,other,low,Lucknow,"इस नीति से नाराज़गी होगी, यह सही तरीके से लागू नहीं होगी।",Lucknow,
797902cc-ad5c-4786-bfed-fd9e22d3261e,प्रश्न: क्या जिला प्रशासन को प्रशिक्षण दिया जाएगा?,2025-07-05T09:40:01,user3156@example.com,Udaipur,19.89028,68.629146,Energy,pdf,neutral,question,medium,Udaipur,प्रश्न: क्या जिला प्रशासन को प्रशिक्षण दिया जाएगा?,Udaipur,
d932b8bf-1d1c-49f7-974a-22ebd06166c2,Suggestion: include subsidies for low-income households in Jaipur.,2024-05-27T21:35:01,user234@example.com,Jaipur,,,Education,email,oppose,suggestion,medium,Jaipur,suggestion: include subsidies for low-income households in jaipur.,Jaipur,suggestion include subsidies for low income households in jaipur
6843b3bd-a0e7-4547-a9e3-5f03321bc965,"शिकायत: पिछली बार पैसा गलत जगह पर खर्च हुआ। Regards, citizen. धन्यवाद।",2025-03-30T09:06:09,user368@example.com,Chennai,,,Agriculture,pdf,neutral,complaint,medium,Chennai,"शिकायत: पिछली बार पैसा गलत जगह पर खर्च हुआ। regards, citizen. धन्यवाद।",Chennai,citizen
6163feb6-dfaf-4608-8828-1a8bfd6c7428,This draft is a positive step for Housing. Strongly in favor.,2024-08-28T22:45:31,user1714@example.com,Chennai,12.120619,87.306644,Housing,whatsapp,support,other,medium,Chennai,this draft is a positive step for housing. strongly in favor.,Chennai,this draft is a positive step for housing strongly in favor
31ef39e9-b9de-4123-970f-bb6d42ba4009,Support — good move. Please implement it quickly.,2025-03-03T03:24:17,user3756@example.com,Pune,20.669113,84.479373,Housing,email,support,other,medium,Pune,support — good move. please implement it quickly.,Pune,support good move please implement it quickly
cb126ba7-7834-45b6-9293-4605ec9c770a,This draft is a positive step for Housing. Strongly in favor. Thank you for considering.,2024-10-21T01:37:20,user405@example.com,Kohima,25.092435,82.024071,Housing,email,support,other,medium,,this draft is a positive step for housing. strongly in favor. thank you for considering.,Kohima,this draft is a positive step for housing strongly in favor for considering
54b1bde2-6229-41ae-8930-fb992bd64d6b,Complaint: lack of transparency in beneficiary selection.,2025-01-11T13:21:33,user4890@example.com,Bengaluru,25.018734,80.184333,Energy,pdf,support,complaint,low,Bengaluru,complaint: lack of transparency in beneficiary selection.,Bengaluru,complaint lack of transparency in beneficiary selection
12bde4c9-424c-4921-8770-ea46d3085740,सुझाव: स्थानीय एफआरएस से मिलकर योजना बनायें।,2025-08-15T05:44:31,user4204@example.com,Visakhapatnam,15.962983,74.293692,Agriculture,whatsapp,support,suggestion,medium,,सुझाव: स्थानीय एफआरएस से मिलकर योजना बनायें।,Patna,
09686dc6-4284-48c2-a1d8-bdcc5201b660,"शिकायत: पिछली बार पैसा गलत जगह पर खर्च हुआ। Regards, citizen. Location: Bengaluru Urban district, near main market.",2025-11-06T22:42:19,user4039@example.com,Bengaluru Urban,12.907771,80.880178,Transportation,pdf,oppose,complaint,low,Bengaluru Urban,"शिकायत: पिछली बार पैसा गलत जगह पर खर्च हुआ। regards, citizen. location: bengaluru urban district, near main market.",Bengaluru Urban,citizen location bengaluru urban district near main market
e5ee2cdc-d610-4bee-98bb-44fe91d09596,This draft is a positive step for Environment. Strongly in favor.,2024-11-13T23:37:26,user4620@example.com,,,,Environment,whatsapp,support,question,medium,Imphal,this draft is a positive step for environment. strongly in favor.,Imphal,this draft is a positive step for environment strongly in favor
34922cb1-61f8-4b30-ab75-a5edcaf57d9c,"न्युट्रल, कृपया विस्तृत बजट साझा करें।",2025-04-27T13:14:35,user2783@example.com,Surat,8.718357,85.142362,Energy,email,neutral,other,low,Surat,"न्युट्रल, कृपया विस्तृत बजट साझा करें।",Surat,
679831e9-34f5-448d-bbdd-087cbfb1c459,Question: Who will be responsible for enforcement at the district level?,2025-11-11T11:50:40,user2096@example.com,"Bhopal, near river",19.301487,82.257731,Transportation,social_media,neutral,question,high,Bhopal,question: who will be responsible for enforcement at the district level?,Bhopal,question who will be responsible for enforcement at the district level
